Product_ID,SKU,Category,Brand,Sub_Brand,Product_Name,Presentation,Pack_Quantity,Product_Description,Ingredients_List,Unit_Price
196,PERPAN0196,Personal Care,Pantene,Pantene Conditioner Classic,Pantene Conditioner Classic 6 oz,6 oz,1,Effective protection that lasts all day,"Water, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Zinc Pyrithione, Fragrance, Sodium Chloride, Cetyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Magnesium Carbonate Hydroxide, Sodium Xylenesulfonate, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone",2.58
200,PERPAN0200,Personal Care,Pantene,Pantene Conditioner Classic,Pantene Conditioner Classic 6 oz,6 oz,1,Clinically proven effectiveness with a fresh feel,"Water, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Fragrance, Citric Acid, Sodium Benzoate, Sodium Chloride, Glycol Distearate, Dimethiconol, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Trideceth-10, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, Methylisothiazolinone",2.47
184,PERPAN0184,Personal Care,Pantene,Pantene Conditioner Classic,Pantene Conditioner Classic Single,Single,1,Gentle formula for daily care and protection,"Water, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Zinc Pyrithione, Fragrance, Sodium Chloride, Cetyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Magnesium Carbonate Hydroxide, Sodium Xylenesulfonate, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone",2.95
188,PERPAN0188,Personal Care,Pantene,Pantene Shampoo Classic,Pantene Shampoo Classic 12 oz,12 oz,1,Long-lasting freshness and confidence,"Water, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Fragrance, Citric Acid, Sodium Benzoate, Sodium Chloride, Glycol Distearate, Dimethiconol, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Trideceth-10, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, Methylisothiazolinone",4.61
197,PERPAN0197,Personal Care,Pantene,Pantene Shampoo Classic,Pantene Shampoo Classic 2-pack,2-pack,2,Long-lasting freshness and confidence. Convenient multi-pack for stocking up,"Water, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Fragrance, Citric Acid, Sodium Benzoate, Sodium Chloride, Glycol Distearate, Dimethiconol, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Trideceth-10, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, Methylisothiazolinone",3.68
191,PERPAN0191,Personal Care,Pantene,Pantene Shampoo Classic,Pantene Shampoo Classic 3-pack,3-pack,3,Effective protection that lasts all day. Convenient multi-pack for stocking up,"Water, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Fragrance, Citric Acid, Sodium Benzoate, Sodium Chloride, Glycol Distearate, Dimethiconol, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Trideceth-10, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, Methylisothiazolinone",4.9
186,PERSEC0186,Personal Care,Secret,Secret Deodorant Original,Secret Deodorant Original 6 oz,6 oz,1,Nourishing ingredients for healthy care,"Cyclopentasiloxane, Aluminum Zirconium Tetrachlorohydrex Gly, Dimethicone, Talc, Fragrance, Stearyl Alcohol, PPG-14 Butyl Ether, Hydrogenated Castor Oil",2.44
190,PERSEC0190,Personal Care,Secret,Secret Deodorant Powder Fresh,Secret Deodorant Powder Fresh 3-pack,3-pack,3,Long-lasting freshness and confidence. Convenient multi-pack for stocking up,"Aluminum Chlorohydrate, Cyclopentasiloxane, Steareth-2, Steareth-21, Mineral Oil, PPG-14 Butyl Ether, Fragrance, Hydrogenated Castor Oil, Petrolatum",4.93
195,PERSEC0195,Personal Care,Secret,Secret Deodorant Powder Fresh,Secret Deodorant Powder Fresh 3.75 oz,3.75 oz,1,Advanced formula for superior results,"Aluminum Chlorohydrate, Cyclopentasiloxane, Steareth-2, Steareth-21, Mineral Oil, PPG-14 Butyl Ether, Fragrance, Hydrogenated Castor Oil, Petrolatum",1.41
178,SNACHE0178,Snacks and Candy,Cheetos,Cheetos Crunchy,Cheetos Crunchy 13 oz,13 oz,1,Sweet and satisfying treat,"Enriched Corn Meal (Corn Meal, Ferrous Sulfate, Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil, Cheese Seasoning (Whey, Cheddar Cheese, Canola Oil, Maltodextrin, Natural and Artificial Flavors, Salt, Whey Protein Concentrate, Monosodium Glutamate, Lactic Acid, Citric Acid, Artificial Color), and Salt",6.28
167,SNACHE0167,Snacks and Candy,Cheetos,Cheetos Puffs,Cheetos Puffs 13 oz,13 oz,1,Fun and tasty snack for sharing,"Potatoes, Vegetable Oil (Sunflower, Corn, and/or Canola Oil), Salt",5.82
164,SNADOR0164,Snacks and Candy,Doritos,Doritos Cool Ranch,Doritos Cool Ranch Family Size 15 oz,Family Size 15 oz,1,Delicious taste that satisfies every craving. Perfect for families and gatherings,"Corn, Vegetable Oil (Corn, Canola, and/or Sunflower Oil), Maltodextrin, Salt, Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Whey, Monosodium Glutamate, Buttermilk, Romano Cheese, Whey Protein Concentrate, Onion Powder, Natural and Artificial Flavor, Dextrose, Tomato Powder, Lactose, Spices, Artificial Color (Yellow 6, Yellow 5, Red 40), Lactic Acid, Citric Acid, Sugar, Garlic Powder, Skim Milk, Red and Green Bell Pepper Powder, Disodium Inosinate, Disodium Guanylate",5.68
170,SNADOR0170,Snacks and Candy,Doritos,Doritos Nacho Cheese,Doritos Nacho Cheese 10 oz,10 oz,1,Fun and tasty snack for sharing,"Enriched Corn Meal (Corn Meal, Ferrous Sulfate, Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil, Cheese Seasoning (Whey, Cheddar Cheese, Canola Oil, Maltodextrin, Natural and Artificial Flavors, Salt, Whey Protein Concentrate, Monosodium Glutamate, Lactic Acid, Citric Acid, Artificial Color), and Salt",4.48
171,SNAHER0171,Snacks and Candy,Hershey's,Hershey's Kisses,Hershey's Kisses 12-pack,12-pack,12,Bold flavor in every bite. Convenient multi-pack for stocking up,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",10.41
177,SNAHER0177,Snacks and Candy,Hershey's,Hershey's Kisses,Hershey's Kisses 2.5 oz,2.5 oz,1,Classic flavor that everyone loves,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",1.56
173,SNAKIT0173,Snacks and Candy,Kit Kat,Kit Kat Regular,Kit Kat Regular 1.55 oz,1.55 oz,1,Classic flavor that everyone loves,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",1.33
175,SNAKIT0175,Snacks and Candy,Kit Kat,Kit Kat Regular,Kit Kat Regular 3.5 oz,3.5 oz,1,Delicious taste that satisfies every craving,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",2.59
180,SNAM&M0180,Snacks and Candy,M&M's,M&M's Milk Chocolate,M&M's Milk Chocolate 3.5 oz,3.5 oz,1,Classic flavor that everyone loves,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",2.33
169,SNAM&M0169,Snacks and Candy,M&M's,M&M's Milk Chocolate,M&M's Milk Chocolate Party Size 20 oz,Party Size 20 oz,1,Perfect snack for any time of day. Perfect for families and gatherings,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",8.71
168,SNAM&M0168,Snacks and Candy,M&M's,M&M's Peanut,M&M's Peanut 1.55 oz,1.55 oz,1,Bold flavor in every bite,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",1.39
176,SNAM&M0176,Snacks and Candy,M&M's,M&M's Peanut,M&M's Peanut 1.55 oz,1.55 oz,1,Delicious taste that satisfies every craving,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",1.22
163,SNAM&M0163,Snacks and Candy,M&M's,M&M's Peanut,M&M's Peanut 13 oz,13 oz,1,Sweet and satisfying treat,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",6.39
179,SNAM&M0179,Snacks and Candy,M&M's,M&M's Peanut,M&M's Peanut 2.5 oz,2.5 oz,1,Classic flavor that everyone loves,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",1.59
162,SNAM&M0162,Snacks and Candy,M&M's,M&M's Peanut,M&M's Peanut Family Size 15 oz,Family Size 15 oz,1,Irresistibly crunchy and flavorful snack. Perfect for families and gatherings,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Milk Fat, Lactose, Soy Lecithin, PGPR, Natural Flavor)",5.91
165,SNAORE0165,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 6-pack,6-pack,6,Bold flavor in every bite. Convenient multi-pack for stocking up,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",6.19
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94
172,SNAORE0172,Snacks and Candy,Oreo,Oreo Original,Oreo Original 2.5 oz,2.5 oz,1,Fun and tasty snack for sharing,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",1.43
166,SNASNI0166,Snacks and Candy,Snickers,Snickers Regular,Snickers Regular Family Size 15 oz,Family Size 15 oz,1,"Crispy, crunchy, and absolutely delicious. Perfect for families and gatherings","Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",6.41
174,SNASNI0174,Snacks and Candy,Snickers,Snickers Regular,Snickers Regular Party Size 20 oz,Party Size 20 oz,1,Bold flavor in every bite. Perfect for families and gatherings,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil, Less than 2% of Cornstarch, Dextrin, Colors (includes Red 40, Yellow 6, Yellow 5, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake), Gum Acacia, Carnauba Wax",8.04
